TIMESTAMP,RECORD,Kmh_Max3Sec,WS_kmh_3SecAvg_TMx,WindDir_3sec,Kmh_Mean,WindDir_MeanVect,Kmh_StDev
24/10/17 17:00,0,0,56:15.4,0,0,0,0
2/11/17 12:30,1,0,27:55.3,0,0,0,0
2/11/17 12:40,2,0,30:00.1,0,0,0,0
2/11/17 12:50,3,0,40:00.1,0,0,0,0
2/11/17 13:00,4,0,50:00.1,0,0,0,0
2/11/17 13:10,5,0,00:00.1,0,0,0,0
2/11/17 13:20,6,0,10:00.1,0,0,0,0
2/11/17 13:30,7,0,20:00.1,0,0,0,0
2/11/17 13:40,8,0,30:00.1,0,0,0,0
2/11/17 13:50,9,0,40:00.1,0,0,0,0
2/11/17 14:00,10,0,50:00.1,0,0,0,0
2/11/17 14:10,11,0,00:00.1,0,0,0,0
2/11/17 14:20,12,0,10:00.1,0,0,0,0
2/11/17 14:30,13,0,20:00.1,0,0,0,0
2/11/17 14:40,14,0,30:00.1,0,0,0,0
2/11/17 14:50,15,0,40:00.1,0,0,0,0
2/11/17 15:00,16,0,50:00.1,0,0,0,0
2/11/17 15:10,17,0,00:00.1,0,0,0,0
2/11/17 15:20,18,0,10:00.1,0,0,0,0
2/11/17 15:30,19,0,20:00.1,0,0,0,0
2/11/17 15:40,20,0,30:00.1,0,0,0,0
2/11/17 15:50,21,0,40:00.1,0,0,0,0
2/11/17 16:00,22,0,50:00.1,0,0,0,0
2/11/17 16:10,23,0,00:00.1,0,0,0,0
2/11/17 16:20,24,0,10:00.1,0,0,0,0
2/11/17 16:30,25,0,20:00.1,0,0,0,0
2/11/17 16:40,26,0,30:00.1,0,0,0,0
2/11/17 16:50,27,0,40:00.1,0,0,0,0
2/11/17 17:00,28,0,50:00.1,0,0,0,0
2/11/17 17:10,29,0,00:00.1,0,0,0,0
2/11/17 17:20,30,0,10:00.1,0,0,0,0
2/11/17 17:30,31,0,20:00.1,0,0,0,0
2/11/17 17:40,32,0,30:00.1,0,0,0,0
2/11/17 17:50,33,0,40:00.1,0,0,0,0
2/11/17 18:00,34,0,50:00.1,0,0,0,0
2/11/17 18:10,35,0,00:00.1,0,0,0,0
2/11/17 18:20,36,0,10:00.1,0,0,0,0
2/11/17 18:30,37,0,20:00.1,0,0,0,0
2/11/17 18:40,38,0,30:00.1,0,0,0,0
2/11/17 18:50,39,0,40:00.1,0,0,0,0
2/11/17 19:00,40,0,50:00.1,0,0,0,0
2/11/17 19:10,41,0,00:00.1,0,0,0,0
2/11/17 19:20,42,0,10:00.1,0,0,0,0
2/11/17 19:30,43,0,20:00.1,0,0,0,0
2/11/17 19:40,44,0,30:00.1,0,0,0,0
2/11/17 19:50,45,0,40:00.1,0,0,0,0
2/11/17 20:00,46,0,50:00.1,0,0,0,0
2/11/17 20:10,47,0,00:00.1,0,0,0,0
2/11/17 20:20,48,0,10:00.1,0,0,0,0
2/11/17 20:30,49,0,20:00.1,0,0,0,0
2/11/17 20:40,50,0,30:00.1,0,0,0,0
2/11/17 20:50,51,0,40:00.1,0,0,0,0
2/11/17 21:00,52,0,50:00.1,0,0,0,0
2/11/17 21:10,53,0,00:00.1,0,0,0,0
2/11/17 21:20,54,0,10:00.1,0,0,0,0
2/11/17 21:30,55,0,20:00.1,0,0,0,0
2/11/17 21:40,56,0,30:00.1,0,0,0,0
2/11/17 21:50,57,0,40:00.1,0,0,0,0
2/11/17 22:00,58,0,50:00.1,0,0,0,0
2/11/17 22:10,59,0,00:00.1,0,0,0,0
2/11/17 22:20,60,0,10:00.1,0,0,0,0
2/11/17 22:30,61,0,20:00.1,0,0,0,0
2/11/17 22:40,62,0,30:00.1,0,0,0,0
2/11/17 22:50,63,0,40:00.1,0,0,0,0
