TIMESTAMP,RECORD,Kmh_Max3Sec,WS_kmh_3SecAvg_TMx,WindDir_3sec,Kmh_Mean,WindDir_MeanVect,Kmh_StDev,Pressure
2017-12-07 00:00,4966,0,50:00.1,0,0,0,0,1003
2017-12-07 00:10,4967,0,00:00.1,0,0,0,0,1003
2017-12-07 00:20,4968,0,10:00.1,0,0,0,0,1003
2017-12-07 00:30,4969,0,20:00.1,0,0,0,0,1003
2017-12-07 00:40,4970,0,30:00.1,0,0,0,0,1002
2017-12-07 00:50,4971,0,40:00.1,0,0,0,0,1002
2017-12-07 01:00,4972,0,50:00.1,0,0,0,0,1002
2017-12-07 01:10,4973,0,00:00.1,0,0,0,0,1002
2017-12-07 01:20,4974,0,10:00.1,0,0,0,0,1002
2017-12-07 01:30,4975,0,20:00.1,0,0,0,0,1002
2017-12-07 01:40,4976,0,30:00.1,0,0,0,0,1002
2017-12-07 01:50,4977,0,40:00.1,0,0,0,0,1002
2017-12-07 02:00,4978,0,50:00.1,0,0,0,0,1002
2017-12-07 02:10,4979,0,00:00.1,0,0,0,0,1002
2017-12-07 02:20,4980,0,10:00.1,0,0,0,0,1002
2017-12-07 02:30,4981,0,20:00.1,0,0,0,0,1002
2017-12-07 02:40,4982,0,30:00.1,0,0,0,0,1002
2017-12-07 02:50,4983,0,40:00.1,0,0,0,0,1002
2017-12-07 03:00,4984,0,50:00.1,0,0,0,0,1002
2017-12-07 03:10,4985,0,00:00.1,0,0,0,0,1002
2017-12-07 03:20,4986,0,10:00.1,0,0,0,0,1002
2017-12-07 03:30,4987,0,20:00.1,0,0,0,0,1002
2017-12-07 03:40,4988,0,30:00.1,0,0,0,0,1002
2017-12-07 03:50,4989,0,40:00.1,0,0,0,0,1002
2017-12-07 04:00,4990,0,50:00.1,0,0,0,0,1002
2017-12-07 04:10,4991,0,00:00.1,0,0,0,0,1002
2017-12-07 04:20,4992,0,10:00.1,0,0,0,0,1003
2017-12-07 04:30,4993,0,20:00.1,0,0,0,0,1003
2017-12-07 04:40,4994,0,30:00.1,0,0,0,0,1003
2017-12-07 04:50,4995,0,40:00.1,0,0,0,0,1003
2017-12-07 05:00,4996,0,50:00.1,0,0,0,0,1003
2017-12-07 05:10,4997,0,00:00.1,0,0,0,0,1003
2017-12-07 05:20,4998,0,10:00.1,0,0,0,0,1003
2017-12-07 05:30,4999,0,20:00.1,0,0,0,0,1003
2017-12-07 05:40,5000,0,30:00.1,0,0,0,0,1003
2017-12-07 05:50,5001,0,40:00.1,0,0,0,0,1003
2017-12-07 06:00,5002,0,50:00.1,0,0,0,0,1003
2017-12-07 06:10,5003,0,00:00.1,0,0,0,0,1003
2017-12-07 06:20,5004,0,10:00.1,0,0,0,0,1003
2017-12-07 06:30,5005,0,20:00.1,0,0,0,0,1004
2017-12-07 06:40,5006,0,30:00.1,0,0,0,0,1004
2017-12-07 06:50,5007,0,40:00.1,0,0,0,0,1004
2017-12-07 07:00,5008,0,50:00.1,0,0,0,0,1004
2017-12-07 07:10,5009,0,00:00.1,0,0,0,0,1004
2017-12-07 07:20,5010,0,10:00.1,0,0,0,0,1004
2017-12-07 07:30,5011,0,20:00.1,0,0,0,0,1005
2017-12-07 07:40,5012,0,30:00.1,0,0,0,0,1005
2017-12-07 07:50,5013,0,40:00.1,0,0,0,0,1005
2017-12-07 08:00,5014,0,50:00.1,0,0,0,0,1005
2017-12-07 08:10,5015,0,00:00.1,0,0,0,0,1005
2017-12-07 08:20,5016,0,10:00.1,0,0,0,0,1005
2017-12-07 08:30,5017,0,20:00.1,0,0,0,0,1004
2017-12-07 08:40,5018,0,30:00.1,0,0,0,0,1005
2017-12-07 08:50,5019,0,40:00.1,0,0,0,0,1004
2017-12-07 09:00,5020,0,50:00.1,0,0,0,0,1005
2017-12-07 09:10,5021,0,00:00.1,0,0,0,0,1004
2017-12-07 09:20,5022,0,10:00.1,0,0,0,0,1004
2017-12-07 09:30,5023,0,20:00.1,0,0,0,0,1004
2017-12-07 09:40,5024,0,30:00.1,0,0,0,0,1004
2017-12-07 09:50,5025,0,40:00.1,0,0,0,0,1004
2017-12-07 10:00,5026,0,50:00.1,0,0,0,0,1004
2017-12-07 10:10,5027,0,00:00.1,0,0,0,0,1004
2017-12-07 10:20,5028,0,10:00.1,0,0,0,0,1004
2017-12-07 10:30,5029,0,20:00.1,0,0,0,0,1004
2017-12-07 10:40,5030,0,30:00.1,0,0,0,0,1004
2017-12-07 10:50,5031,0,40:00.1,0,0,0,0,1004
2017-12-07 11:00,5032,0,50:00.1,0,0,0,0,1004
2017-12-07 11:10,5033,0,00:00.1,0,0,0,0,1003
2017-12-07 11:20,5034,0,10:00.1,0,0,0,0,1003
2017-12-07 11:30,5035,0,20:00.1,0,0,0,0,1003
2017-12-07 11:40,5036,0,30:00.1,0,0,0,0,1003
2017-12-07 11:50,5037,0,40:00.1,0,0,0,0,1003
2017-12-07 12:00,5038,0,50:00.1,0,0,0,0,1003
2017-12-07 12:10,5039,0,00:00.1,0,0,0,0,1003
2017-12-07 12:20,5040,0,10:00.1,0,0,0,0,1003
2017-12-07 12:30,5041,0,20:00.1,0,0,0,0,1003
2017-12-07 12:40,5042,0,30:00.1,0,0,0,0,1003
2017-12-07 12:50,5043,0,40:00.1,0,0,0,0,1003
2017-12-07 13:00,5044,0,50:00.1,0,0,0,0,1003
2017-12-07 13:10,5045,0,00:00.1,0,0,0,0,1002
2017-12-07 13:20,5046,0,10:00.1,0,0,0,0,1002
2017-12-07 13:30,5047,0,20:00.1,0,0,0,0,1002
2017-12-07 13:40,5048,0,30:00.1,0,0,0,0,1002
2017-12-07 13:50,5049,0,40:00.1,0,0,0,0,1002
2017-12-07 14:00,5050,0,50:00.1,0,0,0,0,1002
2017-12-07 14:10,5051,0,00:00.1,0,0,0,0,1002
2017-12-07 14:20,5052,0,10:00.1,0,0,0,0,1002
2017-12-07 14:30,5053,0,20:00.1,0,0,0,0,1002
2017-12-07 14:40,5054,0,30:00.1,0,0,0,0,1002
2017-12-07 14:50,5055,0,40:00.1,0,0,0,0,1001
2017-12-07 15:00,5056,0,50:00.1,0,0,0,0,1002
2017-12-07 15:10,5057,0,00:00.1,0,0,0,0,1001
2017-12-07 15:20,5058,0,10:00.1,0,0,0,0,1001
2017-12-07 15:30,5059,0,20:00.1,0,0,0,0,1001
2017-12-07 15:40,5060,0,30:00.1,0,0,0,0,1002
2017-12-07 15:50,5061,0,40:00.1,0,0,0,0,1001
2017-12-07 16:00,5062,0,50:00.1,0,0,0,0,1001
2017-12-07 16:10,5063,0,00:00.1,0,0,0,0,1001
2017-12-07 16:20,5064,0,10:00.1,0,0,0,0,1001
2017-12-07 16:30,5065,0,20:00.1,0,0,0,0,1001
2017-12-07 16:40,5066,0,30:00.1,0,0,0,0,1001
2017-12-07 16:50,5067,0,40:00.1,0,0,0,0,1001
2017-12-07 17:00,5068,0,50:00.1,0,0,0,0,1002
