TIMESTAMP,RECORD,Kmh_Max3Sec,WS_kmh_3SecAvg_TMx,WindDir_3sec,Kmh_Mean,WindDir_MeanVect,Kmh_StDev,Pressure
2017-12-07 00:00,4969,0,50:00.1,0,0,0,0,1003
2017-12-07 00:10,4970,0,00:00.1,0,0,0,0,1003
2017-12-07 00:20,4971,0,10:00.1,0,0,0,0,1002
2017-12-07 00:30,4972,0,20:00.1,0,0,0,0,1002
2017-12-07 00:40,4973,0,30:00.1,0,0,0,0,1002
2017-12-07 00:50,4974,0,40:00.1,0,0,0,0,1002
2017-12-07 01:00,4975,0,50:00.1,0,0,0,0,1002
2017-12-07 01:10,4976,0,00:00.1,0,0,0,0,1002
2017-12-07 01:20,4977,0,10:00.1,0,0,0,0,1002
2017-12-07 01:30,4978,0,20:00.1,0,0,0,0,1002
2017-12-07 01:40,4979,0,30:00.1,0,0,0,0,1002
2017-12-07 01:50,4980,0,40:00.1,0,0,0,0,1002
2017-12-07 02:00,4981,0,50:00.1,0,0,0,0,1002
2017-12-07 02:10,4982,0,00:00.1,0,0,0,0,1002
2017-12-07 02:20,4983,0,10:00.1,0,0,0,0,1002
2017-12-07 02:30,4984,0,20:00.1,0,0,0,0,1002
2017-12-07 02:40,4985,0,30:00.1,0,0,0,0,1002
2017-12-07 02:50,4986,0,40:00.1,0,0,0,0,1002
2017-12-07 03:00,4987,0,50:00.1,0,0,0,0,1002
2017-12-07 03:10,4988,0,00:00.1,0,0,0,0,1002
2017-12-07 03:20,4989,0,10:00.1,0,0,0,0,1002
2017-12-07 03:30,4990,0,20:00.1,0,0,0,0,1002
2017-12-07 03:40,4991,0,30:00.1,0,0,0,0,1002
2017-12-07 03:50,4992,0,40:00.1,0,0,0,0,1002
2017-12-07 04:00,4993,0,50:00.1,0,0,0,0,1002
2017-12-07 04:10,4994,0,00:00.1,0,0,0,0,1002
2017-12-07 04:20,4995,0,10:00.1,0,0,0,0,1002
2017-12-07 04:30,4996,0,20:00.1,0,0,0,0,1002
2017-12-07 04:40,4997,0,30:00.1,0,0,0,0,1002
2017-12-07 04:50,4998,0,40:00.1,0,0,0,0,1003
2017-12-07 05:00,4999,0,50:00.1,0,0,0,0,1002
2017-12-07 05:10,5000,0,00:00.1,0,0,0,0,1002
2017-12-07 05:20,5001,0,10:00.1,0,0,0,0,1003
2017-12-07 05:30,5002,0,20:00.1,0,0,0,0,1003
2017-12-07 05:40,5003,0,30:00.1,0,0,0,0,1003
2017-12-07 05:50,5004,0,40:00.1,0,0,0,0,1003
2017-12-07 06:00,5005,0,50:00.1,0,0,0,0,1003
2017-12-07 06:10,5006,0,00:00.1,0,0,0,0,1003
2017-12-07 06:20,5007,0,10:00.1,0,0,0,0,1003
2017-12-07 06:30,5008,0,20:00.1,0,0,0,0,1003
2017-12-07 06:40,5009,0,30:00.1,0,0,0,0,1003
2017-12-07 06:50,5010,0,40:00.1,0,0,0,0,1004
2017-12-07 07:00,5011,0,50:00.1,0,0,0,0,1004
2017-12-07 07:10,5012,0,00:00.1,0,0,0,0,1004
2017-12-07 07:20,5013,0,10:00.1,0,0,0,0,1004
2017-12-07 07:30,5014,0,20:00.1,0,0,0,0,1004
2017-12-07 07:40,5015,0,30:00.1,0,0,0,0,1004
2017-12-07 07:50,5016,0,40:00.1,0,0,0,0,1004
2017-12-07 08:00,5017,0,50:00.1,0,0,0,0,1004
2017-12-07 08:10,5018,0,00:00.1,0,0,0,0,1004
2017-12-07 08:20,5019,0,10:00.1,0,0,0,0,1004
2017-12-07 08:30,5020,0,20:00.1,0,0,0,0,1004
2017-12-07 08:40,5021,0,30:00.1,0,0,0,0,1004
2017-12-07 08:50,5022,0,40:00.1,0,0,0,0,1004
2017-12-07 09:00,5023,0,50:00.1,0,0,0,0,1004
2017-12-07 09:10,5024,0,00:00.1,0,0,0,0,1004
2017-12-07 09:20,5025,0,10:00.1,0,0,0,0,1004
2017-12-07 09:30,5026,0,20:00.1,0,0,0,0,1004
2017-12-07 09:40,5027,0,30:00.1,0,0,0,0,1004
2017-12-07 09:50,5028,0,40:00.1,0,0,0,0,1004
2017-12-07 10:00,5029,0,50:00.1,0,0,0,0,1004
2017-12-07 10:10,5030,0,00:00.1,0,0,0,0,1004
2017-12-07 10:20,5031,0,10:00.1,0,0,0,0,1004
2017-12-07 10:30,5032,0,20:00.1,0,0,0,0,1004
2017-12-07 10:40,5033,0,30:00.1,0,0,0,0,1004
2017-12-07 10:50,5034,0,40:00.1,0,0,0,0,1003
2017-12-07 11:00,5035,0,50:00.1,0,0,0,0,1003
2017-12-07 11:10,5036,0,00:00.1,0,0,0,0,1003
2017-12-07 11:20,5037,0,10:00.1,0,0,0,0,1003
2017-12-07 11:30,5038,0,20:00.1,0,0,0,0,1003
2017-12-07 11:40,5039,0,30:00.1,0,0,0,0,1003
2017-12-07 11:50,5040,0,40:00.1,0,0,0,0,1003
2017-12-07 12:00,5041,0,50:00.1,0,0,0,0,1003
2017-12-07 12:10,5042,0,00:00.1,0,0,0,0,1003
2017-12-07 12:20,5043,0,10:00.1,0,0,0,0,1003
2017-12-07 12:30,5044,0,20:00.1,0,0,0,0,1003
2017-12-07 12:40,5045,0,30:00.1,0,0,0,0,1003
2017-12-07 12:50,5046,0,40:00.1,0,0,0,0,1003
2017-12-07 13:00,5047,0,50:00.1,0,0,0,0,1003
2017-12-07 13:10,5048,0,00:00.1,0,0,0,0,1002
2017-12-07 13:20,5049,0,10:00.1,0,0,0,0,1002
2017-12-07 13:30,5050,0,20:00.1,0,0,0,0,1002
2017-12-07 13:40,5051,0,30:00.1,0,0,0,0,1002
2017-12-07 13:50,5052,0,40:00.1,0,0,0,0,1002
2017-12-07 14:00,5053,0,50:00.1,0,0,0,0,1002
2017-12-07 14:10,5054,0,00:00.1,0,0,0,0,1002
2017-12-07 14:20,5055,0,10:00.1,0,0,0,0,1002
2017-12-07 14:30,5056,0,20:00.1,0,0,0,0,1002
2017-12-07 14:40,5057,0,30:00.1,0,0,0,0,1002
2017-12-07 14:50,5058,0,40:00.1,0,0,0,0,1002
2017-12-07 15:00,5059,0,50:00.1,0,0,0,0,1002
2017-12-07 15:10,5060,0,00:00.1,0,0,0,0,1001
2017-12-07 15:20,5061,0,10:00.1,0,0,0,0,1002
2017-12-07 15:30,5062,0,20:00.1,0,0,0,0,1001
2017-12-07 15:40,5063,0,30:00.1,0,0,0,0,1001
2017-12-07 15:50,5064,0,40:00.1,0,0,0,0,1001
2017-12-07 16:00,5065,0,50:00.1,0,0,0,0,1001
2017-12-07 16:10,5066,0,00:00.1,0,0,0,0,1001
2017-12-07 16:20,5067,0,10:00.1,0,0,0,0,1001
2017-12-07 16:30,5068,0,20:00.1,0,0,0,0,1001
2017-12-07 16:40,5069,0,30:00.1,0,0,0,0,1001
2017-12-07 16:50,5070,0,40:00.1,0,0,0,0,1001
2017-12-07 17:00,5071,0,50:00.1,0,0,0,0,1002
2017-12-07 17:10,5072,0,00:00.1,0,0,0,0,1001
2017-12-07 17:20,5073,0,10:00.1,0,0,0,0,1002
2017-12-07 17:30,5074,0,20:00.1,0,0,0,0,1002
2017-12-07 17:40,5075,0,30:00.1,0,0,0,0,1002
2017-12-07 17:50,5076,0,40:00.1,0,0,0,0,1002
2017-12-07 18:00,5077,0,50:00.1,0,0,0,0,1002
2017-12-07 18:10,5078,0,00:00.1,0,0,0,0,1002
2017-12-07 18:20,5079,0,10:00.1,0,0,0,0,1002
2017-12-07 18:30,5080,0,20:00.1,0,0,0,0,1002
2017-12-07 18:40,5081,0,30:00.1,0,0,0,0,1003
2017-12-07 18:50,5082,0,40:00.1,0,0,0,0,1003
2017-12-07 19:00,5083,0,50:00.1,0,0,0,0,1003
2017-12-07 19:10,5084,0,00:00.1,0,0,0,0,1003
2017-12-07 19:20,5085,0,10:00.1,0,0,0,0,1003
2017-12-07 19:30,5086,0,20:00.1,0,0,0,0,1003
2017-12-07 19:40,5087,0,30:00.1,0,0,0,0,1003
2017-12-07 19:50,5088,0,40:00.1,0,0,0,0,1003
2017-12-07 20:00,5089,0,50:00.1,0,0,0,0,1004
2017-12-07 20:10,5090,0,00:00.1,0,0,0,0,1004
2017-12-07 20:20,5091,0,10:00.1,0,0,0,0,1004
2017-12-07 20:30,5092,0,20:00.1,0,0,0,0,1004
2017-12-07 20:40,5093,0,30:00.1,0,0,0,0,1004
2017-12-07 20:50,5094,0,40:00.1,0,0,0,0,1004
2017-12-07 21:00,5095,0,50:00.1,0,0,0,0,1004
2017-12-07 21:10,5096,0,00:00.1,0,0,0,0,1004
2017-12-07 21:20,5097,0,10:00.1,0,0,0,0,1004
2017-12-07 21:30,5098,0,20:00.1,0,0,0,0,1004
2017-12-07 21:40,5099,0,30:00.1,0,0,0,0,1004
2017-12-07 21:50,5100,0,40:00.1,0,0,0,0,1004
2017-12-07 22:00,5101,0,50:00.1,0,0,0,0,1004
2017-12-07 22:10,5102,0,00:00.1,0,0,0,0,1005
2017-12-07 22:20,5103,0,10:00.1,0,0,0,0,1005
2017-12-07 22:30,5104,0,20:00.1,0,0,0,0,1004
2017-12-07 22:40,5105,0,30:00.1,0,0,0,0,1005
2017-12-07 22:50,5106,0,40:00.1,0,0,0,0,1005
2017-12-07 23:00,5107,0,50:00.1,0,0,0,0,1004
2017-12-07 23:10,5108,0,00:00.1,0,0,0,0,1004
2017-12-07 23:20,5109,0,10:00.1,0,0,0,0,1004
2017-12-07 23:30,5110,0,20:00.1,0,0,0,0,1005
2017-12-07 23:40,5111,0,30:00.1,0,0,0,0,1004
2017-12-07 23:50,5112,0,40:00.1,0,0,0,0,1004
2017-12-08 00:00,5113,0,50:00.1,0,0,0,0,1004
2017-12-08 00:10,5114,0,00:00.1,0,0,0,0,1004
2017-12-08 00:20,5115,0,10:00.1,0,0,0,0,1004
2017-12-08 00:30,5116,0,20:00.1,0,0,0,0,1004
2017-12-08 00:40,5117,0,30:00.1,0,0,0,0,1004
2017-12-08 00:50,5118,0,40:00.1,0,0,0,0,1004
2017-12-08 01:00,5119,0,50:00.1,0,0,0,0,1004
2017-12-08 01:10,5120,0,00:00.1,0,0,0,0,1004
2017-12-08 01:20,5121,0,10:00.1,0,0,0,0,1004
2017-12-08 01:30,5122,0,20:00.1,0,0,0,0,1004
2017-12-08 01:40,5123,0,30:00.1,0,0,0,0,1004
2017-12-08 01:50,5124,0,40:00.1,0,0,0,0,1004
2017-12-08 02:00,5125,0,50:00.1,0,0,0,0,1003
2017-12-08 02:10,5126,0,00:00.1,0,0,0,0,1004
2017-12-08 02:20,5127,0,10:00.1,0,0,0,0,1003
2017-12-08 02:30,5128,0,20:00.1,0,0,0,0,1003
2017-12-08 02:40,5129,0,30:00.1,0,0,0,0,1003
2017-12-08 02:50,5130,0,40:00.1,0,0,0,0,1004
2017-12-08 03:00,5131,0,50:00.1,0,0,0,0,1003
2017-12-08 03:10,5132,0,00:00.1,0,0,0,0,1004
2017-12-08 03:20,5133,0,10:00.1,0,0,0,0,1003
2017-12-08 03:30,5134,0,20:00.1,0,0,0,0,1004
2017-12-08 03:40,5135,0,30:00.1,0,0,0,0,1004
2017-12-08 03:50,5136,0,40:00.1,0,0,0,0,1004
