TIMESTAMP,RECORD,Kmh_Max3Sec,WS_kmh_3SecAvg_TMx,WindDir_3sec,Kmh_Mean,WindDir_MeanVect,Kmh_StDev,Pressure
2017-12-07 00:00,5226,0,50:00.1,0,0,0,0,1003
2017-12-07 00:10,5227,0,00:00.1,0,0,0,0,1003
2017-12-07 00:20,5228,0,10:00.1,0,0,0,0,1003
2017-12-07 00:30,5229,0,20:00.1,0,0,0,0,1002
2017-12-07 00:40,5230,0,30:00.1,0,0,0,0,1002
2017-12-07 00:50,5231,0,40:00.1,0,0,0,0,1002
2017-12-07 01:00,5232,0,50:00.1,0,0,0,0,1002
2017-12-07 01:10,5233,0,00:00.1,0,0,0,0,1002
2017-12-07 01:20,5234,0,10:00.1,0,0,0,0,1002
2017-12-07 01:30,5235,0,20:00.1,0,0,0,0,1002
2017-12-07 01:40,5236,0,30:00.1,0,0,0,0,1002
2017-12-07 01:50,5237,0,40:00.1,0,0,0,0,1002
2017-12-07 02:00,5238,0,50:00.1,0,0,0,0,1002
2017-12-07 02:10,5239,0,00:00.1,0,0,0,0,1002
2017-12-07 02:20,5240,0,10:00.1,0,0,0,0,1002
2017-12-07 02:30,5241,0,20:00.1,0,0,0,0,1002
2017-12-07 02:40,5242,0,30:00.1,0,0,0,0,1002
2017-12-07 02:50,5243,0,40:00.1,0,0,0,0,1002
2017-12-07 03:00,5244,0,50:00.1,0,0,0,0,1002
2017-12-07 03:10,5245,0,00:00.1,0,0,0,0,1002
2017-12-07 03:20,5246,0,10:00.1,0,0,0,0,1002
2017-12-07 03:30,5247,0,20:00.1,0,0,0,0,1002
2017-12-07 03:40,5248,0,30:00.1,0,0,0,0,1002
2017-12-07 03:50,5249,0,40:00.1,0,0,0,0,1002
2017-12-07 04:00,5250,0,50:00.1,0,0,0,0,1002
2017-12-07 04:10,5251,0,00:00.1,0,0,0,0,1002
2017-12-07 04:20,5252,0,10:00.1,0,0,0,0,1002
2017-12-07 04:30,5253,0,20:00.1,0,0,0,0,1002
2017-12-07 04:40,5254,0,30:00.1,0,0,0,0,1003
2017-12-07 04:50,5255,0,40:00.1,0,0,0,0,1003
2017-12-07 05:00,5256,0,50:00.1,0,0,0,0,1002
2017-12-07 05:10,5257,0,00:00.1,0,0,0,0,1003
2017-12-07 05:20,5258,0,10:00.1,0,0,0,0,1003
2017-12-07 05:30,5259,0,20:00.1,0,0,0,0,1003
2017-12-07 05:40,5260,0,30:00.1,0,0,0,0,1003
2017-12-07 05:50,5261,0,40:00.1,0,0,0,0,1003
2017-12-07 06:00,5262,0,50:00.1,0,0,0,0,1004
2017-12-07 06:10,5263,0,00:00.1,0,0,0,0,1003
2017-12-07 06:20,5264,0,10:00.1,0,0,0,0,1003
2017-12-07 06:30,5265,0,20:00.1,0,0,0,0,1003
2017-12-07 06:40,5266,0,30:00.1,0,0,0,0,1004
2017-12-07 06:50,5267,0,40:00.1,0,0,0,0,1004
2017-12-07 07:00,5268,0,50:00.1,0,0,0,0,1004
2017-12-07 07:10,5269,0,00:00.1,0,0,0,0,1004
2017-12-07 07:20,5270,0,10:00.1,0,0,0,0,1004
2017-12-07 07:30,5271,0,20:00.1,0,0,0,0,1004
2017-12-07 07:40,5272,0,30:00.1,0,0,0,0,1004
