TIMESTAMP,RECORD,Kmh_Max3Sec,WS_kmh_3SecAvg_TMx,WindDir_3sec,Kmh_Mean,WindDir_MeanVect,Kmh_StDev
24/10/17 15:20,0,0,19:06.7,0,0,0,0
24/10/17 15:30,1,1.529,24:09.4,133.4,0.007646549,131.9354,0.218
24/10/17 15:40,2,0,30:00.1,133.4,0,0,0
2/11/17 12:40,3,0,2/11/17 12:30,0,0,0,0
2/11/17 12:50,4,0,40:00.1,0,0,0,0
2/11/17 13:00,5,0,50:00.1,0,0,0,0
2/11/17 13:10,6,0,00:00.1,0,0,0,0
2/11/17 13:20,7,0,10:00.1,0,0,0,0
2/11/17 13:30,8,0,20:00.1,0,0,0,0
2/11/17 13:40,9,0,30:00.1,0,0,0,0
2/11/17 13:50,10,0,40:00.1,0,0,0,0
2/11/17 14:00,11,0,50:00.1,0,0,0,0
2/11/17 14:10,12,0,00:00.1,0,0,0,0
2/11/17 14:20,13,0,10:00.1,0,0,0,0
2/11/17 14:30,14,0,20:00.1,0,0,0,0
2/11/17 14:40,15,0,30:00.1,0,0,0,0
2/11/17 14:50,16,0,40:00.1,0,0,0,0
2/11/17 15:00,17,0,50:00.1,0,0,0,0
2/11/17 15:10,18,0,00:00.1,0,0,0,0
2/11/17 15:20,19,0,10:00.1,0,0,0,0
2/11/17 15:30,20,0,20:00.1,0,0,0,0
2/11/17 15:40,21,0,30:00.1,0,0,0,0
2/11/17 15:50,22,0,40:00.1,0,0,0,0
2/11/17 16:00,23,0,50:00.1,0,0,0,0
2/11/17 16:10,24,0,00:00.1,0,0,0,0
2/11/17 16:20,25,0,10:00.1,0,0,0,0
2/11/17 16:30,26,0,20:00.1,0,0,0,0
2/11/17 16:40,27,0,30:00.1,0,0,0,0
2/11/17 16:50,28,0,40:00.1,0,0,0,0
2/11/17 17:00,29,0,50:00.1,0,0,0,0
2/11/17 17:10,30,0,00:00.1,0,0,0,0
2/11/17 17:20,31,0,10:00.1,0,0,0,0
2/11/17 17:30,32,0,20:00.1,0,0,0,0
2/11/17 17:40,33,0,30:00.1,0,0,0,0
2/11/17 17:50,34,0,40:00.1,0,0,0,0
2/11/17 18:00,35,0,50:00.1,0,0,0,0
2/11/17 18:10,36,0,00:00.1,0,0,0,0
2/11/17 18:20,37,0,10:00.1,0,0,0,0
2/11/17 18:30,38,0,20:00.1,0,0,0,0
2/11/17 18:40,39,0,30:00.1,0,0,0,0
2/11/17 18:50,40,0,40:00.1,0,0,0,0
2/11/17 19:00,41,0,50:00.1,0,0,0,0
2/11/17 19:10,42,0,00:00.1,0,0,0,0
2/11/17 19:20,43,0,10:00.1,0,0,0,0
2/11/17 19:30,44,0,20:00.1,0,0,0,0
2/11/17 19:40,45,0,30:00.1,0,0,0,0
2/11/17 19:50,46,0,40:00.1,0,0,0,0
2/11/17 20:00,47,0,50:00.1,0,0,0,0
2/11/17 20:10,48,0,00:00.1,0,0,0,0
2/11/17 20:20,49,0,10:00.1,0,0,0,0
