TIMESTAMP,RECORD,Kmh_Max3Sec,WS_kmh_3SecAvg_TMx,WindDir_3sec,Kmh_Mean,WindDir_MeanVect,Kmh_StDev
23/3/17 13:10,67866,0,00:00.1,0,0,0,0
23/3/17 13:20,67867,0,10:00.1,0,0,0,0
23/3/17 13:30,67868,0,20:00.1,0,0,0,0
23/3/17 13:40,67869,0,30:00.1,0,0,0,0
23/3/17 13:50,67870,0,40:00.1,0,0,0,0
23/3/17 14:00,67871,0,50:00.1,0,0,0,0
23/3/17 14:10,67872,0,00:00.1,0,0,0,0
23/3/17 14:20,67873,0,10:00.1,0,0,0,0
23/3/17 14:30,67874,0,20:00.1,0,0,0,0
23/3/17 14:40,67875,0,30:00.1,0,0,0,0
23/3/17 14:50,67876,0,40:00.1,0,0,0,0
23/3/17 15:00,67877,0,50:00.1,0,0,0,0
23/3/17 15:10,67878,0,00:00.1,0,0,0,0
23/3/17 15:20,67879,0,10:00.1,0,0,0,0
23/3/17 15:30,67880,0,20:00.1,0,0,0,0
23/3/17 15:40,67881,0,30:00.1,0,0,0,0
23/3/17 15:50,67882,0,40:00.1,0,0,0,0
23/3/17 16:00,67883,0,50:00.1,0,0,0,0
23/3/17 16:10,67884,0,00:00.1,0,0,0,0
23/3/17 16:20,67885,0,10:00.1,0,0,0,0
23/3/17 16:50,67886,0,45:19.4,0,0,0,0
23/3/17 17:00,67887,0,50:00.1,0,0,0,0
23/3/17 17:10,67888,0,00:00.1,0,0,0,0
23/3/17 17:20,67889,0,10:00.1,0,0,0,0
23/3/17 17:30,67890,0,20:00.1,0,0,0,0
23/3/17 17:40,67891,0,30:00.1,0,0,0,0
23/3/17 17:50,67892,0,40:00.1,0,0,0,0
23/3/17 18:00,67893,0,50:00.1,0,0,0,0
23/3/17 18:10,67894,0,00:00.1,0,0,0,0
23/3/17 18:40,67895,0,38:41.7,0,0,0,0
23/3/17 18:50,67896,0,40:00.1,0,0,0,0
23/3/17 19:00,67897,0,50:00.1,0,0,0,0
23/3/17 19:10,67898,0,00:00.1,0,0,0,0
23/3/17 19:20,67899,0,10:00.1,0,0,0,0
23/3/17 19:30,67900,0,20:00.1,0,0,0,0
23/3/17 19:40,67901,0,30:00.1,0,0,0,0
23/3/17 19:50,67902,0,40:00.1,0,0,0,0
23/3/17 20:00,67903,0,50:00.1,0,0,0,0
23/3/17 20:10,67904,0,00:00.1,0,0,0,0
23/3/17 20:20,67905,0,10:00.1,0,0,0,0
23/3/17 20:30,67906,0,20:00.1,0,0,0,0
23/3/17 20:40,67907,0,30:00.1,0,0,0,0
23/3/17 20:50,67908,0,40:00.1,0,0,0,0
23/3/17 21:00,67909,0,50:00.1,0,0,0,0
23/3/17 21:10,67910,0,00:00.1,0,0,0,0
23/3/17 21:20,67911,0,10:00.1,0,0,0,0
23/3/17 21:30,67912,0,20:00.1,0,0,0,0
23/3/17 21:40,67913,0,30:00.1,0,0,0,0
23/3/17 21:50,67914,0,40:00.1,0,0,0,0
23/3/17 22:00,67915,0,50:00.1,0,0,0,0
23/3/17 22:10,67916,0,00:00.1,0,0,0,0
23/3/17 22:20,67917,0,10:00.1,0,0,0,0
23/3/17 22:30,67918,0,20:00.1,0,0,0,0
23/3/17 22:40,67919,0,30:00.1,0,0,0,0
23/3/17 22:50,67920,0,40:00.1,0,0,0,0
23/3/17 23:00,67921,0,50:00.1,0,0,0,0
23/3/17 23:10,67922,0,00:00.1,0,0,0,0
23/3/17 23:20,67923,0,10:00.1,0,0,0,0
23/3/17 23:30,67924,0,20:00.1,0,0,0,0
23/3/17 23:40,67925,0,30:00.1,0,0,0,0
23/3/17 23:50,67926,0,40:00.1,0,0,0,0
24/3/17 0:00,67927,0,50:00.1,0,0,0,0
24/3/17 0:10,67928,0,00:00.1,0,0,0,0
24/3/17 0:20,67929,0,10:00.1,0,0,0,0
24/3/17 0:30,67930,0,20:00.1,0,0,0,0
24/3/17 0:40,67931,0,30:00.1,0,0,0,0
24/3/17 0:50,67932,0,40:00.1,0,0,0,0
24/3/17 1:00,67933,0,50:00.1,0,0,0,0
24/3/17 1:10,67934,0,00:00.1,0,0,0,0
24/3/17 1:20,67935,0,10:00.1,0,0,0,0
24/3/17 1:30,67936,0,20:00.1,0,0,0,0
24/3/17 1:40,67937,0,30:00.1,0,0,0,0
24/3/17 1:50,67938,0,40:00.1,0,0,0,0
24/3/17 2:00,67939,0,50:00.1,0,0,0,0
24/3/17 2:10,67940,0,00:00.1,0,0,0,0
24/3/17 2:20,67941,0,10:00.1,0,0,0,0
24/3/17 2:30,67942,0,20:00.1,0,0,0,0
24/3/17 2:40,67943,0,30:00.1,0,0,0,0
24/3/17 2:50,67944,0,40:00.1,0,0,0,0
24/3/17 3:00,67945,0,50:00.1,0,0,0,0
24/3/17 3:10,67946,0,00:00.1,0,0,0,0
24/3/17 3:20,67947,0,10:00.1,0,0,0,0
24/3/17 3:30,67948,0,20:00.1,0,0,0,0
24/3/17 3:40,67949,0,30:00.1,0,0,0,0
24/3/17 3:50,67950,0,40:00.1,0,0,0,0
24/3/17 4:00,67951,0,50:00.1,0,0,0,0
24/3/17 4:10,67952,0,00:00.1,0,0,0,0
24/3/17 4:20,67953,0,10:00.1,0,0,0,0
24/3/17 4:30,67954,0,20:00.1,0,0,0,0
24/3/17 4:40,67955,0,30:00.1,0,0,0,0
24/3/17 4:50,67956,0,40:00.1,0,0,0,0
24/3/17 5:00,67957,0,50:00.1,0,0,0,0
24/3/17 5:10,67958,0,00:00.1,0,0,0,0
24/3/17 5:20,67959,0,10:00.1,0,0,0,0
24/3/17 5:30,67960,0,20:00.1,0,0,0,0
24/3/17 5:40,67961,0,30:00.1,0,0,0,0
24/3/17 5:50,67962,0,40:00.1,0,0,0,0
24/3/17 6:00,67963,0,50:00.1,0,0,0,0
24/3/17 6:10,67964,0,00:00.1,0,0,0,0
24/3/17 6:20,67965,0,10:00.1,0,0,0,0
24/3/17 6:30,67966,0,20:00.1,0,0,0,0
24/3/17 6:40,67967,0,30:00.1,0,0,0,0
24/3/17 6:50,67968,0,40:00.1,0,0,0,0
24/3/17 7:00,67969,0,50:00.1,0,0,0,0
24/3/17 7:10,67970,0,00:00.1,0,0,0,0
24/3/17 7:20,67971,0,10:00.1,0,0,0,0
24/3/17 7:30,67972,0,20:00.1,0,0,0,0
24/3/17 7:40,67973,0,30:00.1,0,0,0,0
24/3/17 7:50,67974,0,40:00.1,0,0,0,0
24/3/17 8:00,67975,0,50:00.1,0,0,0,0
24/3/17 8:10,67976,0,00:00.1,0,0,0,0
24/3/17 8:20,67977,0,10:00.1,0,0,0,0
24/3/17 8:30,67978,0,20:00.1,0,0,0,0
24/3/17 8:40,67979,0,30:00.1,0,0,0,0
24/3/17 8:50,67980,0,40:00.1,0,0,0,0
24/3/17 9:00,67981,0,50:00.1,0,0,0,0
24/3/17 9:10,67982,0,00:00.1,0,0,0,0
24/3/17 9:20,67983,0,10:00.1,0,0,0,0
24/3/17 9:30,67984,0,20:00.1,0,0,0,0
24/3/17 9:40,67985,0,30:00.1,0,0,0,0
24/3/17 9:50,67986,0,40:00.1,0,0,0,0
24/3/17 10:00,67987,0,50:00.1,0,0,0,0
24/3/17 10:10,67988,0,00:00.1,0,0,0,0
24/3/17 10:20,67989,0,10:00.1,0,0,0,0
24/3/17 10:30,67990,0,20:00.1,0,0,0,0
24/3/17 10:40,67991,0,30:00.1,0,0,0,0
24/3/17 10:50,67992,0,40:00.1,0,0,0,0
24/3/17 11:00,67993,0,50:00.1,0,0,0,0
24/3/17 11:10,67994,0,00:00.1,0,0,0,0
24/3/17 11:20,67995,0,10:00.1,0,0,0,0
24/3/17 11:30,67996,0,20:00.1,0,0,0,0
24/3/17 11:40,67997,0,30:00.1,0,0,0,0
24/3/17 11:50,67998,0,40:00.1,0,0,0,0
24/3/17 12:00,67999,0,50:00.1,0,0,0,0
24/3/17 12:10,68000,0,00:00.1,0,0,0,0
24/3/17 12:20,68001,0,10:00.1,0,0,0,0
24/3/17 12:30,68002,0,20:00.1,0,0,0,0
24/3/17 12:40,68003,0,30:00.1,0,0,0,0
24/3/17 12:50,68004,0,40:00.1,0,0,0,0
24/3/17 13:00,68005,0,50:00.1,0,0,0,0
24/3/17 13:10,68006,0,00:00.1,0,0,0,0
24/3/17 13:20,68007,0,10:00.1,0,0,0,0
24/3/17 13:30,68008,0,20:00.1,0,0,0,0
24/3/17 13:40,68009,0,30:00.1,0,0,0,0
24/3/17 13:50,68010,0,40:00.1,0,0,0,0
24/3/17 14:00,68011,0,50:00.1,0,0,0,0
24/3/17 14:10,68012,0,00:00.1,0,0,0,0
24/3/17 14:20,68013,0,10:00.1,0,0,0,0
24/3/17 14:30,68014,0,20:00.1,0,0,0,0
24/3/17 14:40,68015,0,30:00.1,0,0,0,0
24/3/17 14:50,68016,0,40:00.1,0,0,0,0
24/3/17 15:00,68017,0,50:00.1,0,0,0,0
24/3/17 15:10,68018,0,00:00.1,0,0,0,0
24/3/17 15:20,68019,0,10:00.1,0,0,0,0
24/3/17 15:30,68020,0,20:00.1,0,0,0,0
24/3/17 15:40,68021,0,30:00.1,0,0,0,0
24/3/17 15:50,68022,0,40:00.1,0,0,0,0
24/3/17 16:00,68023,0,50:00.1,0,0,0,0
24/3/17 16:10,68024,0,00:00.1,0,0,0,0
24/3/17 16:20,68025,0,10:00.1,0,0,0,0
24/3/17 16:30,68026,0,20:00.1,0,0,0,0
24/3/17 16:40,68027,0,30:00.1,0,0,0,0
24/3/17 16:50,68028,0,40:00.1,0,0,0,0
24/3/17 17:00,68029,0,50:00.1,0,0,0,0
