TIMESTAMP,RECORD,Kmh_Max3Sec,WS_kmh_3SecAvg_TMx,WindDir_3sec,Kmh_Mean,WindDir_MeanVect,Kmh_StDev,Pressure
2017-03-23 17:40,10542,0,30:00.1,0,0,0,0,1003
2017-03-23 17:50,10543,0,40:00.1,0,0,0,0,1004
2017-03-23 18:00,10544,0,50:00.1,0,0,0,0,1004
2017-03-23 18:10,10545,0,00:00.1,0,0,0,0,1004
2017-03-23 18:20,10546,0,10:00.1,0,0,0,0,1004
2017-03-23 18:30,10547,0,20:00.1,0,0,0,0,1004
2017-03-23 18:40,10548,0,30:00.1,0,0,0,0,1004
2017-03-23 18:50,10549,0,40:00.1,0,0,0,0,1004
2017-03-23 19:00,10550,0,50:00.1,0,0,0,0,1004
2017-03-23 19:10,10551,0,00:00.1,0,0,0,0,1004
2017-03-23 19:20,10552,0,10:00.1,0,0,0,0,1005
2017-03-23 19:30,10553,0,20:00.1,0,0,0,0,1004
2017-03-23 19:40,10554,0,30:00.1,0,0,0,0,1005
2017-03-23 19:50,10555,0,40:00.1,0,0,0,0,1005
2017-03-23 20:00,10556,0,50:00.1,0,0,0,0,1006
2017-03-23 20:10,10557,0,00:00.1,0,0,0,0,1005
2017-03-23 20:20,10558,0,10:00.1,0,0,0,0,1006
2017-03-23 20:30,10559,0,20:00.1,0,0,0,0,1006
2017-03-23 20:40,10560,0,30:00.1,0,0,0,0,1006
2017-03-23 20:50,10561,0,40:00.1,0,0,0,0,1006
2017-03-23 21:00,10562,0,50:00.1,0,0,0,0,1006
2017-03-23 21:10,10563,0,00:00.1,0,0,0,0,1006
2017-03-23 21:20,10564,0,10:00.1,0,0,0,0,1006
2017-03-23 21:30,10565,0,20:00.1,0,0,0,0,1006
2017-03-23 21:40,10566,0,30:00.1,0,0,0,0,1006
2017-03-23 21:50,10567,0,40:00.1,0,0,0,0,1006
2017-03-23 22:00,10568,0,50:00.1,0,0,0,0,1006
2017-03-23 22:10,10569,0,00:00.1,0,0,0,0,1006
2017-03-23 22:20,10570,0,10:00.1,0,0,0,0,1007
2017-03-23 22:30,10571,0,20:00.1,0,0,0,0,1006
2017-03-23 22:40,10572,0,30:00.1,0,0,0,0,1006
2017-03-23 22:50,10573,0,40:00.1,0,0,0,0,1006
2017-03-23 23:00,10574,0,50:00.1,0,0,0,0,1006
2017-03-23 23:10,10575,0,00:00.1,0,0,0,0,1005
2017-03-23 23:20,10576,0,10:00.1,0,0,0,0,1005
2017-03-23 23:30,10577,0,20:00.1,0,0,0,0,1005
2017-03-23 23:40,10578,0,30:00.1,0,0,0,0,1005
2017-03-23 23:50,10579,0,40:00.1,0,0,0,0,1005
2017-03-24 00:00,10580,0,50:00.1,0,0,0,0,1006
2017-03-24 00:10,10581,0,00:00.1,0,0,0,0,1005
2017-03-24 00:20,10582,0,10:00.1,0,0,0,0,1005
2017-03-24 00:30,10583,0,20:00.1,0,0,0,0,1005
2017-03-24 00:40,10584,0,30:00.1,0,0,0,0,1005
2017-03-24 00:50,10585,0,40:00.1,0,0,0,0,1005
2017-03-24 01:00,10586,0,50:00.1,0,0,0,0,1005
2017-03-24 01:10,10587,0,00:00.1,0,0,0,0,1005
2017-03-24 01:20,10588,0,10:00.1,0,0,0,0,1005
2017-03-24 01:30,10589,0,20:00.1,0,0,0,0,1004
2017-03-24 01:40,10590,0,30:00.1,0,0,0,0,1005
2017-03-24 01:50,10591,0,40:00.1,0,0,0,0,1004
2017-03-24 02:00,10592,0,50:00.1,0,0,0,0,1004
