TIMESTAMP,RECORD,Kmh_Max3Sec,WS_kmh_3SecAvg_TMx,WindDir_3sec,Kmh_Mean,WindDir_MeanVect,Kmh_StDev,Pressure
2017-03-26 12:30,51216,29.87,22:10.3,210.1,15.77449,203.5344,7.034,1007
2017-03-26 12:40,51217,30.69,33:05.1,218.5,18.88584,199.7563,5.127,1006
2017-03-26 12:50,51218,34.22,49:59.1,198.4,19.18336,204.6653,4.697,1006
2017-03-26 13:00,51219,36.22,55:30.4,204.5,22.24858,196.6803,4.907,1005
2017-03-26 13:10,51220,31.63,03:14.9,207.8,19.15784,198.9373,5.181,1005
2017-03-26 13:20,51221,27.4,17:51.6,180,17.01986,201.8813,3.974,1005
2017-03-26 13:30,51222,29.05,26/3/17 13:27,214.6,16.74484,199.2154,4.831,1005
2017-03-26 13:40,51223,29.05,36:38.3,208.1,16.74238,199.0838,4.345,1005
2017-03-26 13:50,51224,35.4,49:42.1,212,18.19014,201.0064,5.031,1005
2017-03-26 14:00,51225,29.87,55:23.1,177.9,17.07159,198.9875,4.955,1004
2017-03-26 14:10,51226,32.34,03:56.4,200.7,17.68543,201.3767,5.304,1005
2017-03-26 14:20,51227,31.4,13:44.2,167.4,14.35023,195.0633,4.154,1004
2017-03-26 14:30,51228,31.99,24:04.6,177.9,18.73078,193.3814,5.313,1005
2017-03-26 14:40,51229,36.34,35:17.8,175.3,19.15239,190.7268,5.582,1004
2017-03-26 14:50,51230,30.69,44:51.4,209.3,18.652,194.297,4.746,1004
2017-03-26 15:00,51231,35.63,58:50.4,189.1,20.58087,194.9818,5.377,1004
2017-03-26 15:10,51232,33.4,26/3/17 15:05,198.6,20.58779,192.4566,4.853,1004
2017-03-26 15:20,51233,32.69,11:34.2,191.6,20.8978,188.8673,4.641,1004
2017-03-26 15:30,51234,30.34,27:59.6,194.2,20.32115,193.1538,4.352,1003
2017-03-26 15:40,51235,31.99,32:50.6,200,22.0063,190.2356,4.311,1003
2017-03-26 15:50,51236,31.87,48:25.2,186.6,20.05235,192.2725,4.324,1003
2017-03-26 16:00,51237,32.1,57:53.9,193.6,21.88039,191.3446,4.344,1003
2017-03-26 16:10,51238,28.69,07:10.2,199.6,15.89516,197.8751,4.209,1003
2017-03-26 16:20,51239,22.7,12:30.4,201,14.91541,200.5638,3.61,1003
2017-03-26 16:30,51240,26.22,24:05.1,207.3,13.62653,200.3884,4.029,1003
2017-03-26 16:40,51241,22.7,31:55.2,198.9,14.09173,201.2794,3.774,1003
2017-03-26 16:50,51242,21.87,43:46.2,186.1,12.15789,195.0308,3.459,1004
2017-03-26 17:00,51243,24.11,57:30.7,190.7,13.21032,194.6524,3.999,1004
2017-03-26 17:10,51244,24.02,05:23.3,188.3,14.80656,195.3497,3.79,1004
2017-03-26 17:20,51245,22.23,12:39.5,191.4,11.7609,199.0203,3.296,1004
2017-03-26 17:30,51246,18.82,24:08.2,197,11.75092,198.0406,3.347,1004
2017-03-26 17:40,51247,20.11,32:34.1,192.2,10.69328,197.3131,2.932,1004
2017-03-26 17:50,51248,16.11,40:21.3,194.3,10.89017,192.7831,2.473,1004
2017-03-26 18:00,51249,19.17,26/3/17 17:53,215.5,11.41756,195.6614,2.967,1004
2017-03-26 18:10,51250,16.11,01:21.9,228.5,9.942907,200.2923,2.444,1004
2017-03-26 18:20,51251,16.82,13:10.7,219.1,9.353971,198.6519,2.931,1005
2017-03-26 18:30,51252,17.05,27:59.3,203.8,9.313037,198.087,2.731,1005
2017-03-26 18:40,51253,14.94,37:58.8,207,9.822798,193.5087,2.455,1005
2017-03-26 18:50,51254,14.58,47:09.4,200,9.469863,193.7943,2.313,1005
2017-03-26 19:00,51255,13.29,50:52.5,194.3,7.311112,186.4957,3.158,1005
2017-03-26 19:10,51256,10.58,26/3/17 19:01,208.2,6.584532,191.3049,2.067,1005
2017-03-26 19:20,51257,10.7,12:37.3,230.3,6.093444,204.6897,2.044,1005
2017-03-26 19:30,51258,9.76,26/3/17 19:24,221.4,5.848186,205.0599,2.043,1005
2017-03-26 19:40,51259,10.35,39:53.3,198,5.961422,210.1979,2.12,1006
2017-03-26 19:50,51260,13.76,41:24.6,201.4,8.250854,196.0167,2.398,1006
2017-03-26 20:00,51261,15.52,56:09.2,178.1,10.56142,194.7558,2.681,1005
2017-03-26 20:10,51262,18.11,01:33.8,189.6,11.02718,193.7586,2.767,1006
2017-03-26 20:20,51263,24.23,18:50.1,194.3,11.26161,190.0621,3.382,1006
2017-03-26 20:30,51264,20.58,26:41.4,156.4,11.22635,186.092,3.514,1006
2017-03-26 20:40,51265,18.35,30:56.9,184.8,10.18134,188.3619,3.087,1006
2017-03-26 20:50,51266,16.46,42:14.6,186.2,9.921566,189.9904,2.303,1006
2017-03-26 21:00,51267,12.82,26/3/17 20:53,156.4,8.065385,185.0169,2.38,1006
2017-03-26 21:10,51268,12,26/3/17 21:05,193.2,7.577703,186.3313,2.399,1006
2017-03-26 21:20,51269,9.17,13:22.9,174.1,5.751182,182.2304,2.067,1006
2017-03-26 21:30,51270,12.47,28:52.1,182.8,7.734089,193.169,2.277,1006
2017-03-26 21:40,51271,14.58,26/3/17 21:38,190,9.492981,196.0914,2.559,1006
2017-03-26 21:50,51272,12.82,46:18.5,191.2,8.071395,195.2922,2.228,1006
2017-03-26 22:00,51273,16.7,52:59.6,200.4,10.45482,186.2827,3.007,1006
2017-03-26 22:10,51274,17.17,08:52.2,198.7,10.91604,190.2188,2.973,1007
2017-03-26 22:20,51275,17.17,14:46.1,197.6,10.9089,188.7286,2.661,1007
