TIMESTAMP,RECORD,Kmh_Max3Sec,WS_kmh_3SecAvg_TMx,WindDir_3sec,Kmh_Mean,WindDir_MeanVect,Kmh_StDev
23/3/17 16:10,18298,0,00:00.1,0,0,0,0
23/3/17 16:20,18299,0,10:00.1,0,0,0,0
23/3/17 16:30,18300,0,20:00.1,0,0,0,0
23/3/17 16:40,18301,0,30:00.1,0,0,0,0
23/3/17 16:50,18302,0,40:00.1,0,0,0,0
23/3/17 17:00,18303,0,50:00.1,0,0,0,0
23/3/17 17:10,18304,0,00:00.1,0,0,0,0
23/3/17 17:30,18305,0,25:55.3,0,0,0,0
23/3/17 17:40,18306,0,30:00.1,0,0,0,0
23/3/17 17:50,18307,0,40:00.1,0,0,0,0
23/3/17 18:00,18308,0,50:00.1,0,0,0,0
23/3/17 18:10,18309,0,00:00.1,0,0,0,0
23/3/17 18:20,18310,0,10:00.1,0,0,0,0
23/3/17 18:30,18311,0,20:00.1,0,0,0,0
23/3/17 18:40,18312,0,30:00.1,0,0,0,0
23/3/17 18:50,18313,0,40:00.1,0,0,0,0
23/3/17 19:00,18314,0,50:00.1,0,0,0,0
23/3/17 19:10,18315,0,00:00.1,0,0,0,0
23/3/17 19:20,18316,0,10:00.1,0,0,0,0
23/3/17 19:30,18317,0,20:00.1,0,0,0,0
23/3/17 19:40,18318,0,30:00.1,0,0,0,0
23/3/17 19:50,18319,0,40:00.1,0,0,0,0
23/3/17 20:00,18320,0,50:00.1,0,0,0,0
23/3/17 20:10,18321,0,00:00.1,0,0,0,0
23/3/17 20:20,18322,0,10:00.1,0,0,0,0
23/3/17 20:30,18323,0,20:00.1,0,0,0,0
23/3/17 20:40,18324,0,30:00.1,0,0,0,0
23/3/17 20:50,18325,0,40:00.1,0,0,0,0
23/3/17 21:00,18326,0,50:00.1,0,0,0,0
23/3/17 21:10,18327,0,00:00.1,0,0,0,0
23/3/17 21:20,18328,0,10:00.1,0,0,0,0
23/3/17 21:30,18329,0,20:00.1,0,0,0,0
23/3/17 21:40,18330,0,30:00.1,0,0,0,0
23/3/17 21:50,18331,0,40:00.1,0,0,0,0
23/3/17 22:00,18332,0,50:00.1,0,0,0,0
23/3/17 22:10,18333,0,00:00.1,0,0,0,0
23/3/17 22:20,18334,0,10:00.1,0,0,0,0
23/3/17 22:30,18335,0,20:00.1,0,0,0,0
23/3/17 22:40,18336,0,30:00.1,0,0,0,0
23/3/17 22:50,18337,0,40:00.1,0,0,0,0
23/3/17 23:00,18338,0,50:00.1,0,0,0,0
23/3/17 23:10,18339,0,00:00.1,0,0,0,0
23/3/17 23:20,18340,0,10:00.1,0,0,0,0
23/3/17 23:30,18341,0,20:00.1,0,0,0,0
23/3/17 23:40,18342,0,30:00.1,0,0,0,0
